"WO","District","LeadTech","Service","Rush","ReqDate","WorkDate","Techs","WtyLbr","WtyParts"," LbrHrs "," PartsCost ","Payment"," Wait ","LbrRate"," LbrCost "," LbrFee "," PartsFee "," TotalCost "," TotalFee ","ReqDay","WorkDay","ROW_NUMBER","FILE_NAME","FILE_DATE"
"A00198","West","Khan","Repair","","13-Oct-20","27-Oct-20",1,"","",2.0," 77.17 ","Account"," 14 ",80," 160.00 "," 160.00 "," 77.17 "," 237.17 "," 237.17 ","Tue","Tue",99,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00199","Northwest","Khan","Assess","","14-Oct-20","19-Oct-20",2,"","",0.5," 66.16 ","Account"," 5 ",140," 70.00 "," 70.00 "," 66.16 "," 136.16 "," 136.16 ","Wed","Mon",100,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00200","Southwest","Michner","Deliver","","14-Oct-20","27-Oct-20",1,"","",0.25," 27.95 ","Account"," 13 ",80," 20.00 "," 20.00 "," 27.95 "," 47.95 "," 47.95 ","Wed","Tue",101,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00201","West","Khan","Assess","","14-Oct-20","27-Oct-20",1,"","",1.0," 216.31 ","C.O.D."," 13 ",80," 80.00 "," 80.00 "," 216.31 "," 296.31 "," 296.31 ","Wed","Tue",102,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00202","Central","Burton","Repair","","14-Oct-20","03-Nov-20",2,"","",2.0," 619.51 ","P.O."," 20 ",140," 280.00 "," 280.00 "," 619.51 "," 899.51 "," 899.51 ","Wed","Tue",103,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00203","West","Michner","Replace","","14-Oct-20","10-Nov-20",1,"","",0.5," 3.12 ","C.O.D."," 27 ",80," 40.00 "," 40.00 "," 3.12 "," 43.12 "," 43.12 ","Wed","Tue",104,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00204","Central","Michner","Assess","","15-Oct-20","22-Oct-20",1,"","",0.75," 163.26 ","Account"," 7 ",80," 60.00 "," 60.00 "," 163.26 "," 223.26 "," 223.26 ","Thu","Thu",105,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00205","South","Lopez","Deliver","","15-Oct-20","28-Oct-20",1,"","",0.25," 65.25 ","Account"," 13 ",80," 20.00 "," 20.00 "," 65.25 "," 85.25 "," 85.25 ","Thu","Wed",106,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00206","West","Michner","Deliver","","15-Oct-20","10-Nov-20",1,"","",0.25," 30.00 ","P.O."," 26 ",80," 20.00 "," 20.00 "," 30.00 "," 50.00 "," 50.00 ","Thu","Tue",107,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00207","West","Michner","Replace","","15-Oct-20","10-Nov-20",1,"","",0.5," 105.84 ","Account"," 26 ",80," 40.00 "," 40.00 "," 105.84 "," 145.84 "," 145.84 ","Thu","Tue",108,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00208","Northwest","Burton","Replace","","19-Oct-20","05-Nov-20",2,"","",1.0," 547.09 ","C.O.D."," 17 ",140," 140.00 "," 140.00 "," 547.09 "," 687.09 "," 687.09 ","Mon","Thu",109,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00209","West","Michner","Replace","","19-Oct-20","25-Nov-20",1,"","",1.0," 120.00 ","P.O."," 37 ",80," 80.00 "," 80.00 "," 120.00 "," 200.00 "," 200.00 ","Mon","Wed",110,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00210","Northwest","Khan","Assess","","20-Oct-20","30-Oct-20",1,"","",0.25," 30.00 ","Account"," 10 ",80," 20.00 "," 20.00 "," 30.00 "," 50.00 "," 50.00 ","Tue","Fri",111,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00211","Central","Cartier","Deliver","","20-Oct-20","24-Nov-20",1,"","",0.25," 27.63 ","Account"," 35 ",80," 20.00 "," 20.00 "," 27.63 "," 47.63 "," 47.63 ","Tue","Tue",112,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00212","Central","Burton","Assess","","21-Oct-20","06-Nov-20",1,"","",0.25," 250.42 ","Account"," 16 ",80," 20.00 "," 20.00 "," 250.42 "," 270.42 "," 270.42 ","Wed","Fri",113,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00213","Northwest","Michner","Assess","Yes","21-Oct-20","05-Nov-20",2,"","",0.25," 38.70 ","C.O.D."," 15 ",140," 35.00 "," 35.00 "," 38.70 "," 73.70 "," 73.70 ","Wed","Thu",114,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00214","Northwest","Cartier","Assess","Yes","21-Oct-20","10-Nov-20",2,"","",0.25," 33.00 ","Account"," 20 ",140," 35.00 "," 35.00 "," 33.00 "," 68.00 "," 68.00 ","Wed","Tue",115,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00215","West","Michner","Assess","","21-Oct-20","10-Nov-20",1,"","",0.75," 126.00 ","P.O."," 20 ",80," 60.00 "," 60.00 "," 126.00 "," 186.00 "," 186.00 ","Wed","Tue",116,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00216","Central","Michner","Install","","21-Oct-20","25-Jan-21",2,"","",8.25," 4,946.00 ","Account"," 96 ",140," 1,155.00 "," 1,155.00 "," 4,946.00 "," 6,101.00 "," 6,101.00 ","Wed","Mon",117,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00217","Southeast","Michner","Replace","Yes","22-Oct-20","29-Oct-20",1,"","",0.5," 33.54 ","P.O."," 7 ",80," 40.00 "," 40.00 "," 33.54 "," 73.54 "," 73.54 ","Thu","Thu",118,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00218","Central","Burton","Assess","","24-Oct-20","06-Nov-20",2,"","",0.25," 25.00 ","Account"," 13 ",140," 35.00 "," 35.00 "," 25.00 "," 60.00 "," 60.00 ","Sat","Fri",119,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00219","West","Khan","Assess","","24-Oct-20","24-Nov-20",1,"","",0.5," 28.59 ","Account"," 31 ",80," 40.00 "," 40.00 "," 28.59 "," 68.59 "," 68.59 ","Sat","Tue",120,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00220","West","Burton","Replace","","24-Oct-20","14-Dec-20",2,"","",2.5," 213.48 ","Account"," 51 ",140," 350.00 "," 350.00 "," 213.48 "," 563.48 "," 563.48 ","Sat","Mon",121,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00221","West","Khan","Assess","","26-Oct-20","27-Oct-20",1,"","",0.5," 83.44 ","Account"," 1 ",80," 40.00 "," 40.00 "," 83.44 "," 123.44 "," 123.44 ","Mon","Tue",122,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00222","Southeast","Khan","Repair","","26-Oct-20","17-Nov-20",2,"","",1.0," 25.00 ","C.O.D."," 22 ",140," 140.00 "," 140.00 "," 25.00 "," 165.00 "," 165.00 ","Mon","Tue",123,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00223","South","Lopez","Assess","","27-Oct-20","17-Nov-20",1,"","",0.25," 67.96 ","Account"," 21 ",80," 20.00 "," 20.00 "," 67.96 "," 87.96 "," 87.96 ","Tue","Tue",124,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00224","West","Khan","Replace","","27-Oct-20","16-Dec-20",1,"","",0.5," 172.02 ","P.O."," 50 ",80," 40.00 "," 40.00 "," 172.02 "," 212.02 "," 212.02 ","Tue","Wed",125,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00225","South","Lopez","Assess","","27-Oct-20","16-Jan-21",1,"","",0.5," 102.22 ","P.O."," 81 ",80," 40.00 "," 40.00 "," 102.22 "," 142.22 "," 142.22 ","Tue","Sat",126,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00226","South","Lopez","Replace","","28-Oct-20","30-Nov-20",1,"","",0.5," 373.55 ","Account"," 33 ",80," 40.00 "," 40.00 "," 373.55 "," 413.55 "," 413.55 ","Wed","Mon",127,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00227","South","Lopez","Install","","28-Oct-20","01-Dec-20",3,"","",2.75," 1,249.09 ","Account"," 34 ",195," 536.25 "," 536.25 "," 1,249.09 "," 1,785.34 "," 1,785.34 ","Wed","Tue",128,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00228","Northwest","Khan","Deliver","","29-Oct-20","06-Nov-20",1,"","",0.25," 240.00 ","Account"," 8 ",80," 20.00 "," 20.00 "," 240.00 "," 260.00 "," 260.00 ","Thu","Fri",129,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00229","Northwest","Cartier","Deliver","","29-Oct-20","18-Nov-20",1,"","",0.25," 27.00 ","C.O.D."," 20 ",80," 20.00 "," 20.00 "," 27.00 "," 47.00 "," 47.00 ","Thu","Wed",130,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00230","West","Khan","Replace","","02-Nov-20","04-Nov-20",2,"","",1.0," 228.63 ","C.O.D."," 2 ",140," 140.00 "," 140.00 "," 228.63 "," 368.63 "," 368.63 ","Mon","Wed",131,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00231","West","Michner","Assess","","02-Nov-20","25-Nov-20",1,"","",0.5," 26.58 ","Account"," 23 ",80," 40.00 "," 40.00 "," 26.58 "," 66.58 "," 66.58 ","Mon","Wed",132,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00232","North","Michner","Replace","","02-Nov-20","07-Dec-20",2,"","",0.75," 5.71 ","Account"," 35 ",140," 105.00 "," 105.00 "," 5.71 "," 110.71 "," 110.71 ","Mon","Mon",133,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00233","Central","Michner","Replace","","02-Nov-20","11-Jan-21",2,"","",0.5," 263.05 ","C.O.D."," 70 ",140," 70.00 "," 70.00 "," 263.05 "," 333.05 "," 333.05 ","Mon","Mon",134,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00234","Southeast","Cartier","Replace","","02-Nov-20","15-Apr-21",2,"","",1.75," 8.25 ","Account"," 164 ",140," 245.00 "," 245.00 "," 8.25 "," 253.25 "," 253.25 ","Mon","Thu",135,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00235","Southeast","Khan","Replace","","03-Nov-20","30-Nov-20",1,"","",0.5," 15.63 ","Account"," 27 ",80," 40.00 "," 40.00 "," 15.63 "," 55.63 "," 55.63 ","Tue","Mon",136,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00236","Central","Michner","Replace","","03-Nov-20","02-Dec-20",1,"","",0.5," 15.63 ","Account"," 29 ",80," 40.00 "," 40.00 "," 15.63 "," 55.63 "," 55.63 ","Tue","Wed",137,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00237","Southeast","Burton","Assess","","03-Nov-20","08-Dec-20",1,"","",0.75," 28.50 ","C.O.D."," 35 ",80," 60.00 "," 60.00 "," 28.50 "," 88.50 "," 88.50 ","Tue","Tue",138,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00238","West","Khan","Replace","","04-Nov-20","09-Nov-20",1,"","",0.5," 748.44 ","Account"," 5 ",80," 40.00 "," 40.00 "," 748.44 "," 788.44 "," 788.44 ","Wed","Mon",139,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00239","West","Michner","Install","","04-Nov-20","17-Nov-20",1,"","",1.0," 86.36 ","P.O."," 13 ",80," 80.00 "," 80.00 "," 86.36 "," 166.36 "," 166.36 ","Wed","Tue",140,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00240","North","Cartier","Deliver","","04-Nov-20","17-Nov-20",1,"","",0.25," 108.00 ","P.O."," 13 ",80," 20.00 "," 20.00 "," 108.00 "," 128.00 "," 128.00 ","Wed","Tue",141,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00241","Central","Cartier","Replace","","04-Nov-20","24-Nov-20",2,"","",0.5," 279.31 ","Account"," 20 ",140," 70.00 "," 70.00 "," 279.31 "," 349.31 "," 349.31 ","Wed","Tue",142,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00242","West","Khan","Assess","","04-Nov-20","02-Dec-20",1,"","",0.5," 25.26 ","Account"," 28 ",80," 40.00 "," 40.00 "," 25.26 "," 65.26 "," 65.26 ","Wed","Wed",143,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00243","Central","Cartier","Replace","","05-Nov-20","18-Nov-20",1,"","",1.0," 351.02 ","C.O.D."," 13 ",80," 80.00 "," 80.00 "," 351.02 "," 431.02 "," 431.02 ","Thu","Wed",144,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00244","West","Michner","Replace","","05-Nov-20","25-Nov-20",1,"","",0.5," 27.95 ","Account"," 20 ",80," 40.00 "," 40.00 "," 27.95 "," 67.95 "," 67.95 ","Thu","Wed",145,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00245","Northwest","Burton","Assess","","07-Nov-20","09-Dec-20",2,"","",0.75," 62.13 ","Account"," 32 ",140," 105.00 "," 105.00 "," 62.13 "," 167.13 "," 167.13 ","Sat","Wed",146,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00246","South","Lopez","Install","","09-Nov-20","26-Nov-20",1,"","",7.0," 3,396.25 ","P.O."," 17 ",80," 560.00 "," 560.00 "," 3,396.25 "," 3,956.25 "," 3,956.25 ","Mon","Thu",147,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00247","East","Ling","Replace","","09-Nov-20","03-Mar-21",2,"","",0.5," 22.00 ","Account"," 114 ",140," 70.00 "," 70.00 "," 22.00 "," 92.00 "," 92.00 ","Mon","Wed",148,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00248","West","Khan","Replace","","10-Nov-20","09-Dec-20",1,"","",0.5," 163.37 ","P.O."," 29 ",80," 40.00 "," 40.00 "," 163.37 "," 203.37 "," 203.37 ","Tue","Wed",149,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00249","South","Lopez","Assess","","11-Nov-20","25-Nov-20",1,"","",0.25," 25.41 ","Account"," 14 ",80," 20.00 "," 20.00 "," 25.41 "," 45.41 "," 45.41 ","Wed","Wed",150,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00250","Southeast","Cartier","Replace","","11-Nov-20","03-Dec-20",2,"","",0.75," 182.70 ","C.O.D."," 22 ",140," 105.00 "," 105.00 "," 182.70 "," 287.70 "," 287.70 ","Wed","Thu",151,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00251","Southeast","Khan","Replace","","11-Nov-20","30-Nov-20",1,"","",0.5," 73.51 ","C.O.D."," 19 ",80," 40.00 "," 40.00 "," 73.51 "," 113.51 "," 113.51 ","Wed","Mon",152,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00252","Central","Cartier","Replace","Yes","11-Nov-20","01-Dec-20",2,"","",0.5," 115.22 ","Account"," 20 ",140," 70.00 "," 70.00 "," 115.22 "," 185.22 "," 185.22 ","Wed","Tue",153,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00253","Northwest","Cartier","Replace","","12-Nov-20","19-Nov-20",2,"","",0.75," 340.45 ","C.O.D."," 7 ",140," 105.00 "," 105.00 "," 340.45 "," 445.45 "," 445.45 ","Thu","Thu",154,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00254","West","Khan","Assess","","12-Nov-20","26-Nov-20",1,"","",0.5," 12.00 ","Account"," 14 ",80," 40.00 "," 40.00 "," 12.00 "," 52.00 "," 52.00 ","Thu","Thu",155,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00255","Southeast","Khan","Replace","","13-Nov-20","24-Nov-20",1,"","",0.5," 36.75 ","Account"," 11 ",80," 40.00 "," 40.00 "," 36.75 "," 76.75 "," 76.75 ","Fri","Tue",156,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00256","South","Lopez","Install","","14-Nov-20","05-Dec-20",1,"","",1.75," 183.95 ","P.O."," 21 ",80," 140.00 "," 140.00 "," 183.95 "," 323.95 "," 323.95 ","Sat","Sat",157,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00257","West","Khan","Assess","Yes","14-Nov-20","02-Dec-20",1,"","",0.25," 26.58 ","P.O."," 18 ",80," 20.00 "," 20.00 "," 26.58 "," 46.58 "," 46.58 ","Sat","Wed",158,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00258","West","Khan","Assess","","16-Nov-20","02-Dec-20",1,"","",0.5," 13.42 ","C.O.D."," 16 ",80," 40.00 "," 40.00 "," 13.42 "," 53.42 "," 53.42 ","Mon","Wed",159,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00259","West","Khan","Install","","16-Nov-20","03-Dec-20",1,"","",1.0," 324.00 ","P.O."," 17 ",80," 80.00 "," 80.00 "," 324.00 "," 404.00 "," 404.00 ","Mon","Thu",160,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00260","Southeast","Khan","Replace","","17-Nov-20","09-Dec-20",2,"","",0.5," 504.21 ","C.O.D."," 22 ",140," 70.00 "," 70.00 "," 504.21 "," 574.21 "," 574.21 ","Tue","Wed",161,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00261","Central","Khan","Assess","Yes","17-Nov-20","15-Dec-20",2,"","",0.5," 338.07 ","Account"," 28 ",140," 70.00 "," 70.00 "," 338.07 "," 408.07 "," 408.07 ","Tue","Tue",162,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00262","Southeast","Burton","Assess","","18-Nov-20","30-Nov-20",2,"","",1.5," 0.98 ","C.O.D."," 12 ",140," 210.00 "," 210.00 "," 0.98 "," 210.98 "," 210.98 ","Wed","Mon",163,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00263","Southeast","Khan","Assess","","18-Nov-20","30-Nov-20",1,"","",0.5," 14.88 ","Account"," 12 ",80," 40.00 "," 40.00 "," 14.88 "," 54.88 "," 54.88 ","Wed","Mon",164,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00264","South","Lopez","Assess","","19-Nov-20","30-Nov-20",1,"","",0.5," 81.90 ","Account"," 11 ",80," 40.00 "," 40.00 "," 81.90 "," 121.90 "," 121.90 ","Thu","Mon",165,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00265","Northwest","Burton","Assess","","19-Nov-20","03-Dec-20",2,"","",0.25," 21.33 ","Account"," 14 ",140," 35.00 "," 35.00 "," 21.33 "," 56.33 "," 56.33 ","Thu","Thu",166,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00266","Central","Khan","Assess","","19-Nov-20","03-Dec-20",1,"","",0.25," 120.00 ","P.O."," 14 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Thu","Thu",167,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00267","Northwest","Michner","Replace","","19-Nov-20","17-Dec-20",2,"","",0.5," 1,579.40 ","Account"," 28 ",140," 70.00 "," 70.00 "," 1,579.40 "," 1,649.40 "," 1,649.40 ","Thu","Thu",168,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00268","South","Khan","Replace","","21-Nov-20","30-Nov-20",2,"","",0.5," 174.18 ","C.O.D."," 9 ",140," 70.00 "," 70.00 "," 174.18 "," 244.18 "," 244.18 ","Sat","Mon",169,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00269","Central","Burton","Replace","","23-Nov-20","07-Dec-20",1,"","",0.75," 20.00 ","Account"," 14 ",80," 60.00 "," 60.00 "," 20.00 "," 80.00 "," 80.00 ","Mon","Mon",170,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00270","Northwest","Khan","Install","","23-Nov-20","05-Jan-21",1,"","",2.5," 689.15 ","P.O."," 43 ",80," 200.00 "," 200.00 "," 689.15 "," 889.15 "," 889.15 ","Mon","Tue",171,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00271","Southeast","Michner","Assess","","23-Nov-20","07-Jan-21",1,"","",0.25," 156.00 ","Account"," 45 ",80," 20.00 "," 20.00 "," 156.00 "," 176.00 "," 176.00 ","Mon","Thu",172,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00272","South","Lopez","Assess","","23-Nov-20","16-Jan-21",1,"","",0.25," 45.73 ","Account"," 54 ",80," 20.00 "," 20.00 "," 45.73 "," 65.73 "," 65.73 ","Mon","Sat",173,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00273","East","Ling","Replace","","23-Nov-20","09-Feb-21",2,"","",0.5," 204.28 ","Account"," 78 ",140," 70.00 "," 70.00 "," 204.28 "," 274.28 "," 274.28 ","Mon","Tue",174,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00274","Northwest","Khan","Deliver","Yes","24-Nov-20","26-Nov-20",1,"","",0.25," 21.33 ","Account"," 2 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Tue","Thu",175,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00275","Southeast","Khan","Replace","","24-Nov-20","03-Dec-20",1,"","",0.5," 34.08 ","P.O."," 9 ",80," 40.00 "," 40.00 "," 34.08 "," 74.08 "," 74.08 ","Tue","Thu",176,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00276","Northwest","Michner","Replace","","24-Nov-20","03-Dec-20",2,"","",0.75," 212.01 ","Account"," 9 ",140," 105.00 "," 105.00 "," 212.01 "," 317.01 "," 317.01 ","Tue","Thu",177,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00277","Northwest","Khan","Repair","","24-Nov-20","07-Dec-20",1,"","",1.0," 341.27 ","C.O.D."," 13 ",80," 80.00 "," 80.00 "," 341.27 "," 421.27 "," 421.27 ","Tue","Mon",178,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00278","Central","Cartier","Replace","","24-Nov-20","18-Feb-21",1,"","",0.5," 25.77 ","Account"," 86 ",80," 40.00 "," 40.00 "," 25.77 "," 65.77 "," 65.77 ","Tue","Thu",179,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00279","Southeast","Khan","Assess","Yes","25-Nov-20","07-Dec-20",1,"","",0.5," 133.37 ","Account"," 12 ",80," 40.00 "," 40.00 "," 133.37 "," 173.37 "," 173.37 ","Wed","Mon",180,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00280","West","Khan","Assess","","25-Nov-20","04-Jan-21",1,"","",0.5," 66.86 ","Account"," 40 ",80," 40.00 "," 40.00 "," 66.86 "," 106.86 "," 106.86 ","Wed","Mon",181,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00281","West","Khan","Assess","","25-Nov-20","04-Jan-21",1,"","",0.75," 94.26 ","P.O."," 40 ",80," 60.00 "," 60.00 "," 94.26 "," 154.26 "," 154.26 ","Wed","Mon",182,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00282","West","Khan","Assess","","25-Nov-20","04-Jan-21",1,"","",0.25," 120.00 ","C.O.D."," 40 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Wed","Mon",183,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00283","West","Khan","Deliver","","26-Nov-20","02-Dec-20",1,"","",0.25," 120.00 ","Account"," 6 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Thu","Wed",184,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00284","Northwest","Burton","Deliver","Yes","26-Nov-20","03-Dec-20",1,"","",0.25," 45.99 ","P.O."," 7 ",80," 20.00 "," 20.00 "," 45.99 "," 65.99 "," 65.99 ","Thu","Thu",185,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00285","Southeast","Burton","Assess","","26-Nov-20","10-Dec-20",1,"","",0.5," 33.00 ","C.O.D."," 14 ",80," 40.00 "," 40.00 "," 33.00 "," 73.00 "," 73.00 ","Thu","Thu",186,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00286","Northwest","Michner","Assess","","26-Nov-20","11-Jan-21",1,"","",0.25," 21.33 ","C.O.D."," 46 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Thu","Mon",187,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00287","Northwest","Cartier","Deliver","Yes","26-Nov-20","17-Feb-21",1,"","",0.25," 37.26 ","Account"," 83 ",80," 20.00 "," 20.00 "," 37.26 "," 57.26 "," 57.26 ","Thu","Wed",188,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00288","Southeast","Khan","Replace","","27-Nov-20","22-Dec-20",1,"","",1.0," 81.89 ","C.O.D."," 25 ",80," 80.00 "," 80.00 "," 81.89 "," 161.89 "," 161.89 ","Fri","Tue",189,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00289","Central","Khan","Deliver","Yes","30-Nov-20","08-Dec-20",1,"","",0.25," 10.10 ","C.O.D."," 8 ",80," 20.00 "," 20.00 "," 10.10 "," 30.10 "," 30.10 ","Mon","Tue",190,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00290","Southeast","Khan","Deliver","","30-Nov-20","08-Dec-20",1,"","",0.25," 17.88 ","Account"," 8 ",80," 20.00 "," 20.00 "," 17.88 "," 37.88 "," 37.88 ","Mon","Tue",191,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00291","Northeast","Michner","Repair","","30-Nov-20","08-Dec-20",2,"","",2.75," 1,204.64 ","C.O.D."," 8 ",140," 385.00 "," 385.00 "," 1,204.64 "," 1,589.64 "," 1,589.64 ","Mon","Tue",192,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00292","Northeast","Burton","Repair","","30-Nov-20","17-Dec-20",2,"","",3.0," 111.00 ","C.O.D."," 17 ",140," 420.00 "," 420.00 "," 111.00 "," 531.00 "," 531.00 ","Mon","Thu",193,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
